PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;P3044S2;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6420S2;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P3363;P9440;P6500;P3364;P3364S1;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3047;P3048;P3049;P6765;P6765S1;P3051;P3052;P3053;P3365;P3365S1;P3054;P3054S1;P3055;P3055S1;P3056;P3057;P6760;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3061;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063;P3063S1;P3064;P3064S1;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P3071S3;P3072S2;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1881S1;P1882;P7240;P7240S1;OCI;INGLABO;RAMA2D_R4;RAMA4D_R4;OFICIO_C8
20251041;10;2025;8382261;1;2;1;60;52;1;112.00724431;52;1;8621;1;2;2;12;1;;1;;1;2;1;1;7;1;;1;1;1;1;5;2;1423500;2;;2;;;2;;2;;2;;1;300000;2;;;1;200000;2;1;45000;2;2;;;2;;;2;;;1;600000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;44;;;44;;;9;7;;1;;1;1;1;0;1;1;1;5;12;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;10;8;;1;1423500;86;8621;5321
20251041;10;2025;8382261;1;3;1;60;52;1;112.00724431;52;1;4649;1;2;2;12;1;;1;;1;2;1;1;12;1;;1;1;1;1;1;2;1423500;2;;1;120000;2;2;;2;;2;;2;;2;;;1;200000;2;1;45000;2;2;;;2;;;2;;;1;1200000;2;;2;;2;;2;;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;8;7;;1;;1;1;1;4;1;1;1;2;13;1;;9;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;3;;30;1;;1;1423500;46;4649;4321
20251041;10;2025;8382262;1;3;1;60;52;1;92.017739497;52;1;5221;1;1;;;1;;1;;2;2;2;2;48;1;;2;1;2;2;1;2;1200000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;47;;;47;;;2;7;;2;;2;;;;2;2;1;12;18;4;;3;;1;8;7522;3110;4;50000;1;1;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;3;;5;5;;1;1250000;52;5221;1439
20251041;10;2025;8382262;1;4;1;60;52;1;92.017739497;52;1;5224;2;;;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1000000;1;;3;;3;1;12;48;;;48;;;1;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;2;1;3;;10;3;;1;1000000;52;5224;9333
20251041;10;2025;8382263;1;1;1;60;52;1;117.67504929;52;1;5221;2;;;;;;;;;;;;36;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;0;0;3;1;1;1;7;;;;;;;;;;;1;6000000;1;2000000;0;2000000;200000;0;;;;;;;;;;;;;;;;;;2;;;1;1;1800000;1;;1;;3;2;12;36;2;;36;;;2;7;;1;;3;;;;2;2;1;12;16;2;;4;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;;15;10;PENSION;1;1800000;52;5221;1439
20251041;10;2025;8382264;1;3;1;60;52;1;51.351856457;52;1;1040;1;2;2;6;1;;1;;2;1;1;1;3;1;;1;1;1;1;1;2;1423000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;44;;;44;;;10;7;;1;;1;1;1;0;1;1;1;6;12;4;;8;;2;;;;;;;;2;;;;1;1;1;2;1;2;2;1;2;2;;1;1;2;1;1;2;2;1;3;;40;8;;1;1423000;10;1040;5221
20251041;10;2025;8382265;1;1;1;60;52;1;182.2072005;52;1;4923;1;1;;;1;;1;;2;2;2;2;6;1;;2;1;2;2;1;2;1200000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;1;4800000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;84;;;84;;;2;4;;3;;2;;;;2;2;1;60;360;5;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;8;;15;3;;1;1200000;49;4923;8332
20251041;10;2025;8382265;1;2;1;60;52;1;182.2072005;52;1;9499;1;2;2;8;1;;1;;2;2;2;2;57;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;3;3;1;;4500000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;4500000;1;;3;;8;1;12;40;;;40;;;10;1;;1;;1;1;2;6;1;2;1;0;36;4;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;14;;;8;;1;4500000;94;9499;1345
20251041;10;2025;8382265;1;3;1;60;52;1;182.2072005;52;1;8899;1;2;2;12;1;;1;;2;2;1;1;84;1;;1;1;1;1;2;2;4000000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;1;50000;2;2;;;2;;;2;;;1;1350000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;3;7;;1;;1;1;1;17;1;1;1;0;60;4;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;15;8;;1;4000000;88;8899;2411
20251041;10;2025;8382265;1;4;1;60;52;1;182.2072005;52;1;4923;2;;;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;3;6;;;4500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1000000;1;;3;;3;2;12;50;;;50;;;1;4;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;8;;15;3;;1;1000000;49;4923;8332
20251041;10;2025;8382267;1;1;1;60;52;1;126.35402763;52;1;8121;2;;;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;360000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;360000;1;;3;;1;1;12;15;1;;30;;;1;2;;2;;2;;;;2;2;1;0;140;1;;9;;1;12;9621;5320;4;270000;1;2;2;;;;1;1;1;2;1;2;2;1;1;2;;2;1;2;2;2;2;2;1;2;;30;3;;1;630000;81;8121;9111
20251041;10;2025;8382269;1;3;1;60;52;1;130.59544255;52;1;4773;1;2;1;;1;;1;;2;1;1;1;7;1;;1;1;1;1;4;2;1423000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;50;;;50;;;4;7;;1;;1;1;1;5;1;1;1;3;58;1;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;11;;10;3;;1;1423000;47;4773;3213
20251041;10;2025;8382270;1;2;1;60;52;1;146.52882242;52;1;9700;1;1;;;1;;1;;2;2;2;2;1;3;;2;1;2;2;1;2;200000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;15;2;;15;;;1;2;;1;;1;2;2;15;2;2;1;0;6;4;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;2;8;;25;3;;1;200000;97;9700;5322
20251041;10;2025;8382271;1;2;1;60;52;1;88.821276167;52;1;2511;1;2;1;;1;;1;;1;1;1;1;68;1;;1;1;2;2;1;2;2000000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;800000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;64;;;60;2;;3;7;;1;;1;2;1;26;2;2;1;0;82;1;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;15;4;;1;2000000;25;2511;7221
20251041;10;2025;8382272;1;1;1;60;52;1;155.42338784;52;1;4921;2;;;;;;;;;;;;180;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;800000;1;;3;;10;1;12;36;1;;36;;;1;4;;3;;2;;;;2;2;1;0;240;1;;11;;1;16;7132;4520;4;250000;1;6;2;;;;1;2;1;2;2;2;1;1;1;2;;2;2;1;2;1;2;1;1;14;;;3;;1;1050000;49;4921;8321
20251041;10;2025;8382272;1;2;1;60;52;1;155.42338784;52;1;9529;2;;;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;100000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;100000;1;;1;;10;1;12;3;1;;3;;;1;1;;1;;2;;;;2;2;1;48;220;4;;11;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;2;14;;;3;;1;100000;95;9529;7533
20251041;10;2025;8382272;1;3;1;60;52;1;155.42338784;52;1;9602;2;;;;;;;;;;;;180;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;3;6;;;300000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;300000;1;;1;;1;1;12;40;;;40;;;1;7;;2;;2;;;;2;2;1;2;60;4;;9;;2;;;;;;;;1;15;2;1;1;1;1;2;1;2;2;2;1;2;;2;1;2;2;2;2;2;2;3;;30;8;;1;300000;96;9602;5142
20251041;10;2025;8382272;1;5;1;60;52;1;155.42338784;52;1;7112;1;1;;;1;;2;;2;2;1;1;8;1;;1;1;2;1;1;2;1623000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;1;2;;;2;;;2;;;2;;;1;420000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;50;;;50;;;6;7;;1;;1;1;1;2;1;1;1;6;60;4;;3;;2;;;;;;;;1;10;2;1;1;1;1;1;2;2;2;1;2;2;;2;1;2;2;2;2;2;2;11;;20;3;;1;1623000;71;7112;4311
20251041;10;2025;8382272;1;7;1;60;52;1;155.42338784;52;1;9603;1;2;2;12;1;;1;;1;2;1;1;96;1;;1;1;1;1;1;2;2100000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;1;50000;2;2;;;2;;;2;;;1;2000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;36;3;ESTIPULADAS;36;;;6;7;;1;;1;2;1;12;1;1;1;12;24;1;;9;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;5;;1;2100000;96;9603;2411
20251041;10;2025;8382273;1;1;1;60;52;1;165.92322434;52;1;3110;2;;;;;;;;;;;;480;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;3;1;1;1;6;;;1500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;500000;1;;3;;3;2;12;48;;;48;;;2;1;;2;;2;;;;2;2;1;0;6;1;;10;;2;;;;;;;;1;12;2;1;1;2;1;2;2;2;2;2;1;2;;2;1;1;2;1;2;1;1;14;;;8;;1;500000;31;3110;7522
20251041;10;2025;8382273;1;2;1;60;52;1;165.92322434;52;1;4711;2;;;;;;;;;;;;54;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;2800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;500000;1;;3;;4;2;12;84;;;84;;;1;1;;2;;2;;;;2;2;1;12;24;4;;13;POR PANDEMIA;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;500000;47;4711;5221
20251041;10;2025;8382273;1;3;1;60;52;1;165.92322434;52;1;3110;2;;;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;300000;1;;3;;10;1;12;44;;;44;;;1;1;;2;;2;;;;2;2;1;12;60;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;2;;1;300000;31;3110;7522
20251041;10;2025;8382273;1;4;1;60;52;1;165.92322434;52;1;3110;2;;;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;400000;1;;3;;6;2;12;35;2;;35;;;1;1;;2;;2;;;;2;2;1;0;180;1;;10;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;8;;1;400000;31;3110;7522
20251041;10;2025;8382274;1;1;1;60;52;1;114.48327701;52;1;8130;2;;;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;3;1;6;;;800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;600000;1;;3;;1;2;8;40;;;16;6;;1;2;;2;;2;;;;2;2;1;12;180;1;;11;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;30;3;;1;600000;81;8130;6113
20251041;10;2025;8382274;1;3;1;60;52;1;114.48327701;52;1;4771;1;1;;;1;;1;;2;2;2;2;48;1;;1;1;2;2;1;2;1400000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;54;;;54;;;2;7;;2;;2;;;;2;2;1;2;36;1;;2;;2;;;;;;;;2;;;;1;1;1;1;2;2;1;1;2;2;;1;1;1;2;2;2;1;2;3;;30;5;;1;1400000;47;4771;5223
20251041;10;2025;8382275;1;2;1;60;52;1;170.18297685;52;1;4921;2;;;;;;;;;;;;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;3360000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1400000;1;;3;;1;1;12;78;;;78;;;1;4;;2;;2;;;;2;2;1;0;7;4;;3;;2;;;;;;;;1;4;2;1;1;1;1;2;1;2;2;1;1;2;;2;1;1;2;2;2;2;2;3;;2;8;;1;1400000;49;4921;8324
20251041;10;2025;8382276;1;1;1;60;52;1;116.17972839;52;1;1410;2;;;;;;;;;;;;480;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;50000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;40000;1;;1;;4;2;12;6;2;;6;;;1;1;;3;;2;;;;2;2;1;0;6;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;14;;;3;;1;40000;14;1410;7531
20251041;10;2025;8382276;1;2;1;60;52;1;116.17972839;52;1;7112;1;2;2;18;1;;1;;2;2;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;1;;3500000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;3000000;1;;1;;1;1;9;30;1;;30;;;7;9;;1;;1;2;2;0;1;2;1;4;1;1;;1;;2;;;;;;;;1;20;2;1;1;2;2;2;1;2;2;2;1;2;;2;1;1;2;1;2;2;1;11;;45;5;;1;3000000;71;7112;2142
20251041;10;2025;8382277;1;1;1;60;52;1;129.53679775;52;1;4921;2;;;;;;;;;;;;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;800000;1;;1;;4;1;10;64;;;64;;;1;4;;5;;2;;;;2;2;1;2;3;4;;11;;1;24;5244;4791;4;800000;1;1;2;;;;1;1;1;1;1;2;2;2;1;2;;1;1;2;2;1;2;1;2;14;;;9;;1;1600000;49;4921;8321
20251041;10;2025;8382277;2;1;2;60;52;1;129.53679775;52;1;8621;1;2;2;6;1;;2;;2;2;2;2;10;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;1;;1623500;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1210200;1;;1;;1;1;12;36;2;;30;2;;10;7;;1;;1;1;2;2;1;2;1;0;3;1;;8;;2;;;;;;;;2;;;;1;1;1;2;1;2;2;1;2;2;;1;2;2;2;1;2;2;1;2;;40;8;;1;1210200;86;8621;2634
20251040;10;2025;8382278;1;1;1;60;52;1;62.38943335;52;1;7410;2;;;;;;;;;;;;228;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;3;1;2;2;7;;;;;;;;;;;1;5650000;1;0;600000;800000;250000;0;;;;;;;;;;;;;;;;;;2;;;1;1;2000000;1;;3;;3;2;12;48;;;48;;;2;7;;3;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;1;2;2;2;2;11;;25;3;;1;2000000;74;7410;2163
20251040;10;2025;8382278;1;2;1;60;52;1;62.38943335;52;1;7410;2;;;;;;;;;;;;192;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;3;1;2;2;7;;;;;;;;;;;1;5650000;1;0;600000;800000;250000;0;;;;;;;;;;;;;;;;;;2;;;1;1;2000000;1;;3;;4;1;12;45;;;45;;;2;7;;1;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;;30;5;;1;2000000;74;7410;2163
20251041;10;2025;8382279;1;2;1;60;52;1;185.600684;52;1;4921;2;;;;;;;;;;;;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;800000;1;;1;;1;1;12;25;2;;25;;;1;4;;4;;2;;;;2;2;1;0;7;1;;1;;2;;;;;;;;2;;;;1;2;1;2;1;2;1;1;1;2;;1;1;2;2;1;2;2;1;14;;;8;;1;800000;49;4921;8321
20251041;10;2025;8382280;1;1;1;60;52;1;147.09381162;52;1;4921;2;;;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;3;6;;;1000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1000000;1;;1;;1;1;12;15;1;;15;;;1;4;;2;;2;;;;2;2;1;12;60;4;;13;PANDEMIA;2;;;;;;;;1;30;1;1;1;1;1;2;1;2;2;1;2;2;;1;1;1;1;2;2;2;1;3;;20;8;;1;1000000;49;4921;8323
20251041;10;2025;8382281;1;1;1;60;52;1;108.82953546;52;1;5229;2;;;;;;;;;;;;480;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;2000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;2000000;1;;1;;3;2;12;30;2;;30;;;1;6;;4;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;;30;8;;1;2000000;52;5229;4414
20251041;10;2025;8382281;1;3;1;60;52;1;108.82953546;52;1;8610;1;2;2;1;2;2;2;7810;2;2;2;2;0;1;;1;1;1;1;2;2;3960000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;5000000;1;5000000;1;5000000;1;2000000;2;;1;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;36;2;;20;4;;10;7;;1;;2;;;;2;2;1;0;4;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;6;;10;2;;1;3960000;86;8610;2211
20251041;10;2025;8382282;1;1;1;60;52;1;93.078077278;52;1;145;2;;;;;;;;;;;;216;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;120000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;100000;1;;3;;1;1;12;4;2;;21;;;1;1;;2;;2;;;;2;2;1;0;36;4;;2;;1;4;9121;9601;4;120000;1;2;2;;;;1;1;1;2;2;2;1;1;1;2;;2;1;1;1;1;2;2;1;14;;;3;;1;220000;01;0145;6122
20251041;10;2025;8382282;1;2;1;60;52;1;93.078077278;52;1;5611;1;2;2;12;1;;2;;1;2;1;1;24;1;;1;1;1;1;1;2;1423000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1423000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;45;;;45;;;10;7;;1;;1;1;1;2;1;1;1;2;24;1;;2;;2;;;;;;;;1;10;1;1;1;1;1;2;2;2;2;1;1;2;;2;1;1;1;2;2;1;1;11;;30;5;;1;1423000;56;5611;5120
20251041;10;2025;8382282;1;3;1;60;52;1;93.078077278;52;1;6412;1;2;2;12;1;;1;;1;2;1;1;10;1;;1;1;1;1;5;1;1423000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;710000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;40;;;47;;;10;7;;1;;1;2;1;1;1;1;1;0;2;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;1;1;2;1;1;2;;40;3;;1;1423000;64;6412;4311
20251041;10;2025;8382283;1;2;1;60;52;1;143.05648751;52;1;5320;2;;;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;960000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;960000;1;;3;;1;2;12;60;;;60;;;1;5;;2;;2;;;;2;2;1;2;2;1;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;1;2;1;2;2;;60;8;;1;960000;53;5320;9621
20251041;10;2025;8382284;1;1;1;60;52;1;107.62267988;52;1;4754;1;2;2;4;1;;1;;1;1;1;1;4;1;;1;1;1;1;1;1;2500000;2;;2;;;2;;2;;2;;1;150000;2;;;1;200000;2;1;52000;2;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;50;;;50;;;10;7;;1;;1;1;1;20;1;1;1;1;9;1;;3;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;1;2;2;;2;1;1;1;2;2;1;1;11;;15;2;;1;2500000;47;4754;4311
20251041;10;2025;8382285;1;1;1;60;52;1;99.937478237;52;1;9499;1;2;2;3;1;;1;;2;2;2;2;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;3;1;;2000000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1500000;1;;3;;1;1;12;70;;;70;;;10;1;;1;;1;1;2;12;1;2;1;0;72;1;;13;CAMBIO DE DOMICILIO;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;14;;;8;;1;1500000;94;9499;2651
