PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;PT;P6016;P3271;P6040;P6030S1;P6030S3;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;P3038;P3039;POB_MAY18
20251044;10;2025;8374145;1;1;1;10;;2;2056.7223589;05;1;2;2;81;9;1944;1;3;;3;;1;;1;6;;;5;;;1;1;2;56000;3;1;4;1;4;2;1;3;1;2;;3;2;;;;1;2;1
20251044;10;2025;8374145;1;2;1;10;;2;2056.7223589;05;1;2;1;54;10;1970;3;1;1;3;;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;2;1;1
20251044;10;2025;8374148;1;1;1;10;;2;1897.0088338;05;1;1;2;53;2;1972;1;2;;3;;1;;1;6;;;2;1;2;1;1;1;56000;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;1;2;1
20251044;10;2025;8374148;1;2;1;10;;2;1897.0088338;05;1;1;1;53;7;1972;2;2;;3;;2;2;1;6;;;2;1;1;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251044;10;2025;8374148;1;3;1;10;;2;1897.0088338;05;1;3;2;22;2;2003;3;1;1;2;;1;;1;6;;;6;;;1;1;1;56000;4;4;4;4;4;4;4;4;1;2;;8;4;1029;5;1029;1;2;1
20251044;10;2025;8374149;1;1;1;10;;2;3024.1304369;05;1;1;2;57;8;1968;1;2;;3;;1;;1;6;;;3;1;2;1;1;3;177938;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251044;10;2025;8374149;1;2;1;10;;2;3024.1304369;05;1;1;1;68;9;1957;2;3;;3;;1;;1;6;;;3;1;1;1;1;2;220000;3;4;4;4;4;4;4;4;1;2;;3;4;;;;2;1;1
20251044;10;2025;8374149;1;3;1;10;;2;3024.1304369;05;1;1;1;20;10;2005;3;1;1;1;2;2;2;2;6;;;6;;;1;1;1;68000;4;4;4;4;4;4;4;4;1;2;;8;4;716;5;716;2;1;1
20251044;10;2025;8374150;1;1;1;10;;2;1532.2477654;05;1;2;1;36;1;1989;1;2;;3;;1;;1;6;;;3;1;2;1;1;1;56000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251044;10;2025;8374150;1;2;1;10;;2;1532.2477654;05;1;2;2;34;12;1990;2;2;;2;;1;;1;6;;;3;1;1;1;1;1;108000;4;4;4;4;4;4;4;4;1;2;;10;10;119;7;119;1;2;1
20251044;10;2025;8374151;1;1;1;10;;1;4452.1292261;05;1;1;2;68;7;1957;1;3;;3;;2;2;2;6;;;6;;;1;1;5;;4;4;4;2;2;4;2;4;1;2;;4;1;;;;1;2;1
20251044;10;2025;8374151;1;2;1;10;;1;4452.1292261;05;1;2;1;32;3;1993;3;1;1;2;;2;2;2;6;;;6;;;1;1;1;56000;4;4;4;4;4;4;4;4;1;2;;10;6;1014;2;;2;1;1
20251044;10;2025;8374152;1;1;1;10;;1;4599.5903648;05;1;1;2;54;6;1971;1;2;;2;;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251044;10;2025;8374152;1;2;1;10;;1;4599.5903648;05;1;2;1;29;12;1995;3;1;1;2;;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251044;10;2025;8374153;1;1;1;10;;1;4452.1292261;05;1;1;2;72;6;1953;1;3;;3;;2;2;2;6;;;5;;;1;3;;;4;4;2;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251044;10;2025;8374153;1;2;1;10;;1;4452.1292261;05;1;2;1;40;3;1985;3;1;1;3;;2;2;2;6;;;6;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;10;10;215;7;215;2;1;1
20251044;10;2025;8374154;1;1;1;10;;1;2863.5244996;05;1;1;1;72;1;1953;1;3;;3;;1;;1;6;;;3;1;2;1;1;5;;3;4;3;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251044;10;2025;8374154;1;2;1;10;;1;2863.5244996;05;1;2;2;67;12;1957;2;2;;3;;1;;1;6;;;3;1;1;1;1;3;178000;4;4;3;4;4;4;4;4;1;2;;3;4;;;;1;2;1
20251044;10;2025;8374155;1;1;1;10;;1;7126.4266337;05;1;1;1;32;5;1993;1;2;;2;;1;;1;6;;;2;1;2;1;1;1;112000;4;4;4;4;4;4;4;4;1;2;;8;4;1039;5;1039;2;1;1
20251044;10;2025;8374155;1;2;1;10;;1;7126.4266337;05;1;2;2;39;9;1986;2;2;;2;;1;;1;6;;;2;1;1;1;1;1;112000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251044;10;2025;8374155;1;3;1;10;;1;7126.4266337;05;1;3;1;19;10;2005;3;1;2;2;;1;;1;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;9;4;613;2;;2;1;1
20251044;10;2025;8374155;1;4;1;10;;1;7126.4266337;05;1;4;1;25;5;2000;9;2;;2;;1;;1;6;;;6;;;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251044;10;2025;8374156;1;1;1;10;;1;4912.715636;05;1;1;2;30;8;1995;1;2;;2;;1;;2;6;;;3;1;2;1;2;1;98000;4;4;4;4;4;4;4;4;1;1;2;12;1;112;8;112;1;2;1
20251044;10;2025;8374156;1;2;1;10;;1;4912.715636;05;1;2;1;28;3;1997;2;2;;2;;1;;2;6;;;3;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251044;10;2025;8374156;1;3;1;10;;1;4912.715636;05;1;3;2;13;3;2012;3;1;1;2;;1;;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;;;
20251044;10;2025;8374157;1;1;1;10;;1;3517.5725179;05;1;1;2;29;11;1995;1;2;;2;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;412;6;412;1;2;1
20251044;10;2025;8374157;1;2;1;10;;1;3517.5725179;05;1;1;2;12;10;2013;3;1;1;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20251044;10;2025;8374157;1;3;1;10;;1;3517.5725179;05;1;1;1;6;7;2019;3;1;1;2;;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20251044;10;2025;8374158;1;1;1;10;;1;3517.5725179;05;1;1;2;38;8;1987;1;2;;2;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;2;1
20251044;10;2025;8374158;1;2;1;10;;1;3517.5725179;05;1;1;1;13;8;2012;3;1;1;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;
20251044;10;2025;8374158;1;3;1;10;;1;3517.5725179;05;1;1;2;7;7;2018;3;1;1;2;;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;0;;;;;;
20251044;10;2025;8374159;1;1;1;10;;2;492.58200238;05;1;1;2;31;2;1994;1;2;;2;;1;;1;6;;;6;;;1;1;3;282200;4;4;4;4;4;4;4;4;1;2;;10;10;313;7;313;1;2;1
20251044;10;2025;8374160;1;1;1;10;;2;492.58200238;05;1;1;2;29;11;1995;1;2;;2;;2;2;1;6;;;6;;;1;1;1;104000;4;4;4;4;4;4;4;4;1;2;;10;10;414;7;414;1;2;1
20251044;10;2025;8374160;1;2;1;10;;2;492.58200238;05;1;2;2;19;5;2006;13;2;;2;;2;2;1;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251044;10;2025;8374162;1;1;1;10;;2;492.58200238;05;1;1;2;43;9;1982;1;2;;3;;1;;1;1;470_01;;4;;;2;;;;4;4;4;4;4;4;4;4;1;2;;12;4;413;9;413;1;2;1
20251044;10;2025;8374163;1;1;1;10;;2;1149.2891317;05;1;1;1;62;3;1963;1;3;;3;;1;;1;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;1;;;;2;1;1
20251044;10;2025;8374163;1;2;1;10;;2;1149.2891317;05;1;2;2;54;9;1971;2;2;;2;;1;;1;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251044;10;2025;8374163;1;3;1;10;;2;1149.2891317;05;1;3;1;30;8;1995;3;1;2;1;1;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;3;1014;2;;2;1;1
20251044;10;2025;8374163;1;4;1;10;;2;1149.2891317;05;1;4;1;27;2;1998;3;1;2;1;1;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;4;421;2;;2;1;1
20251044;10;2025;8374163;1;5;1;10;;2;1149.2891317;05;1;5;2;25;12;1999;3;1;2;1;1;1;;1;6;;;1;1;6;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;1039;6;1039;1;2;1
20251044;10;2025;8374163;1;6;1;10;;2;1149.2891317;05;1;6;1;31;11;1993;7;2;;2;;1;;1;6;;;1;1;5;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251044;10;2025;8374165;1;1;1;10;;2;492.58200238;05;1;1;2;42;9;1983;1;2;;2;;2;2;1;6;;;6;;;1;1;1;160000;4;4;4;4;4;4;4;4;1;2;;10;10;613;7;613;1;2;1
20251044;10;2025;8374166;1;1;1;10;;2;725.31027847;05;1;1;1;54;12;1970;1;3;;3;;1;;1;6;;;4;;;1;3;;;4;4;4;2;2;4;3;4;1;2;;10;10;414;7;414;2;1;1
20251044;10;2025;8374167;1;1;1;10;;2;492.58200238;05;1;1;2;83;11;1941;1;3;;3;;1;;1;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;1;2;1
20251044;10;2025;8374168;1;1;1;10;;2;715.05225342;05;1;1;1;63;2;1962;1;3;;3;;1;;1;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251044;10;2025;8374169;1;1;1;10;;2;1295.1969258;05;1;1;1;32;7;1993;1;2;;2;;2;2;2;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;8;4;215;5;215;2;1;1
20251044;10;2025;8374170;1;1;1;10;;2;1097.1140481;05;1;1;2;49;4;1976;1;2;;3;;1;;1;6;;;4;;;1;3;;;4;4;3;2;4;4;4;4;1;1;1;8;2;1012;2;;1;2;1
20251044;10;2025;8374170;1;2;1;10;;2;1097.1140481;05;1;2;1;20;3;2005;3;1;1;2;;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251044;10;2025;8374171;1;1;1;10;;2;879.61071854;05;1;1;2;32;6;1993;1;2;;2;;2;2;1;6;;;6;;;1;1;1;70400;4;4;4;4;4;4;4;4;1;2;;10;10;223;7;223;1;2;1
20251044;10;2025;8374172;1;1;1;10;;2;1295.1969258;05;1;1;1;46;11;1978;1;3;;2;;1;;1;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;2;1;1
20251044;10;2025;8374173;1;1;1;10;;2;879.61071854;05;1;1;2;28;12;1996;1;2;;2;;2;2;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;421;7;421;1;2;1
20251044;10;2025;8374174;1;1;1;10;;2;957.66078227;05;1;1;1;39;2;1986;1;2;;2;;1;;1;6;;;1;1;2;1;1;1;160000;4;4;4;4;4;4;4;4;1;2;;12;4;819;9;819;2;1;1
20251044;10;2025;8374174;1;2;1;10;;2;957.66078227;05;1;2;2;30;8;1995;2;2;;2;;2;2;1;6;;;1;1;1;1;1;1;64940;4;4;4;4;4;4;4;4;1;2;;9;6;315;6;315;1;2;1
20251044;10;2025;8374175;1;1;1;10;;2;1276.879024;05;1;1;1;67;3;1958;1;3;;3;;1;;1;6;;;6;;;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;10;10;222;7;222;2;1;1
20251044;10;2025;8374176;1;1;1;10;;2;879.61071854;05;1;1;2;59;1;1966;1;3;;3;;1;;1;6;;;3;2;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;2;1
20251044;10;2025;8374177;1;1;1;10;;2;1029.9380837;05;1;1;2;55;12;1969;1;2;;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;222;7;222;1;2;1
20251044;10;2025;8374177;1;2;1;10;;2;1029.9380837;05;1;2;2;17;12;2007;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;;;
20251044;10;2025;8374178;1;1;1;10;;2;2243.8758801;05;1;1;1;66;8;1959;1;2;;2;;2;2;2;6;;;5;;;1;1;2;142350;4;4;4;4;4;4;4;4;1;2;;11;2;912;8;912;2;1;1
20251044;10;2025;8374178;1;2;1;10;;2;2243.8758801;05;1;1;1;33;10;1992;3;3;;1;1;2;2;2;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;1;1;10;3;222;3;;2;1;1
20251044;10;2025;8374178;1;3;1;10;;2;2243.8758801;05;1;1;1;27;4;1998;3;3;;1;1;2;2;2;6;;;6;;;2;;;;4;2;4;4;4;2;4;2;1;2;;1;0;;;;2;1;1
20251043;10;2025;8374179;1;1;1;10;;1;168.35537819;05;1;1;2;54;8;1971;1;2;;3;;2;2;2;6;;;5;;;1;1;2;57000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251043;10;2025;8374179;1;2;1;10;;1;168.35537819;05;1;2;1;17;12;2007;3;1;1;3;;2;2;2;6;;;6;;;1;1;2;57000;4;4;4;4;4;4;4;4;1;1;1;9;1;713;2;;;;
20251043;10;2025;8374180;1;1;1;10;;1;123.37771936;05;1;1;1;78;12;1946;1;3;;3;;2;2;2;6;;;3;1;2;1;1;2;200000;4;4;4;4;4;4;4;4;1;2;;9;6;811;6;811;2;1;1
20251043;10;2025;8374180;1;2;1;10;;1;123.37771936;05;1;2;2;66;5;1959;2;3;;3;;1;;2;6;;;3;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251043;10;2025;8374180;1;3;1;10;;1;123.37771936;05;1;3;2;34;9;1991;3;1;2;1;1;2;2;2;6;;;6;;;1;2;1;300000;4;4;4;4;4;4;4;4;1;2;;11;2;313;8;313;1;2;1
20251043;10;2025;8374180;1;4;1;10;;1;123.37771936;05;1;4;1;24;8;2001;3;1;2;1;1;2;2;2;6;;;6;;;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251043;10;2025;8374181;1;1;1;10;;1;194.340633;05;1;1;2;74;5;1951;1;3;;3;;2;2;2;6;;;4;;;1;1;2;160000;4;4;4;2;4;4;4;4;1;2;;3;5;;;;1;2;1
20251043;10;2025;8374182;1;1;1;10;;1;129.40732528;05;1;1;1;60;2;1965;1;3;;3;;2;2;2;6;;;2;1;2;1;1;1;62000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251043;10;2025;8374182;1;2;1;10;;1;129.40732528;05;1;2;2;47;11;1977;2;3;;2;;2;2;2;6;;;2;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251043;10;2025;8374183;1;1;1;10;;1;354.73780303;05;1;1;1;42;2;1983;1;2;;2;;1;;2;6;;;2;1;2;1;1;1;152000;4;4;4;4;4;4;4;4;1;2;;10;10;413;7;413;2;1;1
20251043;10;2025;8374183;1;2;1;10;;1;354.73780303;05;1;2;2;42;12;1982;2;2;;3;;1;;2;6;;;2;1;1;1;1;1;152000;4;4;4;4;4;4;4;4;1;2;;10;10;413;7;413;1;2;1
20251043;10;2025;8374183;1;3;1;10;;1;354.73780303;05;1;2;2;11;5;2014;3;1;2;1;1;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;3;4;;;;;;
20251043;10;2025;8374184;1;1;1;10;;1;174.8038192;05;1;1;1;88;10;1936;1;3;;3;;2;2;2;6;;;3;1;2;1;1;2;57000;4;4;4;3;4;4;4;4;1;2;;3;5;;;;2;1;1
20251043;10;2025;8374184;1;2;1;10;;1;174.8038192;05;1;2;2;87;9;1938;2;3;;3;;2;2;2;6;;;3;1;1;1;1;5;;3;4;4;4;4;4;4;4;1;2;;4;1;;;;1;2;1
20251040;10;2025;8374185;1;1;1;10;;1;193.13280514;05;1;1;1;52;1;1973;1;2;;3;;2;2;2;6;;;3;1;2;1;1;1;680000;4;4;4;4;4;4;4;4;1;2;;12;4;719;9;719;2;1;1
20251040;10;2025;8374185;1;2;1;10;;1;193.13280514;05;1;2;2;51;9;1974;2;3;;3;;1;;2;6;;;3;1;1;1;1;5;;4;4;4;4;4;3;4;4;1;2;;9;6;613;6;613;1;2;1
20251040;10;2025;8374185;1;3;1;10;;1;193.13280514;05;1;3;1;23;8;2002;3;1;2;1;1;2;2;2;6;;;6;;;1;1;1;57000;4;4;4;4;4;4;4;4;1;1;2;10;8;413;6;413;2;1;1
20251040;10;2025;8374186;1;1;1;10;;1;166.43712352;05;1;1;1;80;8;1945;1;3;;3;;2;1;2;6;;;6;;;1;1;2;57000;4;4;4;4;4;4;4;4;1;2;;12;4;221;9;221;2;1;1
20251040;10;2025;8374187;1;1;1;10;;1;124.14584866;05;1;1;1;70;10;1954;1;3;;3;;1;;2;6;;;2;1;2;1;1;2;200000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251040;10;2025;8374187;1;2;1;10;;1;124.14584866;05;1;2;2;64;4;1961;2;1;3;3;;1;;2;6;;;2;1;1;1;1;2;200000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251040;10;2025;8374187;1;3;1;10;;1;124.14584866;05;1;3;2;90;5;1935;5;3;;3;;1;;2;6;;;5;;;1;1;2;57000;3;3;3;3;3;4;3;4;1;2;;3;5;;;;1;2;1
20251040;10;2025;8374188;1;1;1;10;05;1;2103.6368336;05;1;1;1;58;9;1967;1;2;;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;3;4;4;1;2;;5;2;;2;;2;1;1
20251040;10;2025;8374189;1;1;1;10;05;1;1785.2349565;05;1;1;2;81;4;1944;1;3;;3;;2;2;2;6;;;6;;;1;2;2;1000000;4;4;4;2;2;4;4;4;1;2;;12;4;111;9;111;1;2;1
20251040;10;2025;8374190;1;1;1;10;05;1;1851.2004136;05;1;1;1;72;6;1953;1;2;;3;;2;1;2;6;;;4;;;1;1;2;56940;4;4;4;4;4;4;4;4;1;2;;3;1;;;;2;1;1
20251040;10;2025;8374191;1;1;1;10;05;1;1854.2671479;05;1;1;2;77;3;1948;1;3;;3;;2;2;2;6;;;5;;;1;1;2;56940;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251040;10;2025;8374191;1;2;1;10;05;1;1854.2671479;05;1;2;1;75;4;1950;6;3;;3;;2;2;2;6;;;5;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251040;10;2025;8374191;1;3;1;10;05;1;1854.2671479;05;1;3;2;90;8;1935;6;3;;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251040;10;2025;8374192;1;1;1;10;05;1;1660.5501137;05;1;1;2;91;5;1934;1;3;;3;;2;2;2;6;;;4;;;1;1;5;;2;4;3;4;3;4;3;4;1;2;;3;5;;;;1;2;1
20251040;10;2025;8374192;1;2;1;10;05;1;1660.5501137;05;1;2;2;56;11;1968;3;1;1;2;;2;2;2;6;;;3;2;;1;1;1;248000;4;4;4;4;4;4;4;4;1;2;;10;10;413;7;413;1;2;1
20251040;10;2025;8374193;1;1;1;10;05;1;1440.8996714;05;1;1;2;58;2;1967;1;2;;2;;2;1;2;6;;;4;;;2;;;;4;4;4;4;4;4;4;4;1;2;;9;6;915;6;915;1;2;1
20251040;10;2025;8374193;1;2;1;10;05;1;1440.8996714;05;1;2;2;35;6;1990;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;413;7;413;1;2;1
20251040;10;2025;8374193;1;3;1;10;05;1;1440.8996714;05;1;3;2;2;1;2023;8;1;2;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20251040;10;2025;8374194;1;1;1;10;05;1;2658.9678045;05;1;1;1;45;12;1979;1;2;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;929;5;929;2;1;1
20251040;10;2025;8374194;1;2;1;10;05;1;2658.9678045;05;1;2;2;28;8;1997;2;2;;2;;2;2;2;5;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;723;6;723;1;2;1
20251040;10;2025;8374194;1;3;1;10;05;1;2658.9678045;05;1;2;1;2;12;2022;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20251040;10;2025;8374194;2;1;2;10;05;1;2658.9678045;05;1;1;1;27;9;1998;1;2;;2;;2;2;2;6;;;6;;;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;9;3;613;3;;2;1;1
20251040;10;2025;8374194;3;1;3;10;05;1;2658.9678045;05;1;1;1;36;12;1988;1;2;;2;;2;2;2;6;;;3;2;;2;;;;4;4;4;4;4;4;4;4;1;2;;10;3;732;2;;2;1;1
20251040;10;2025;8374195;1;1;1;10;05;1;1860.1474327;05;1;1;2;60;8;1965;1;1;3;3;;2;2;2;6;;;4;;;1;1;2;56940;4;4;4;4;4;4;4;4;1;2;;8;4;411;5;411;1;2;1
20251040;10;2025;8374195;1;2;1;10;05;1;1860.1474327;05;1;2;1;25;8;2000;3;1;1;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;10;10;312;7;312;2;1;1
20251040;10;2025;8374195;1;3;1;10;05;1;1860.1474327;05;1;3;2;92;7;1933;4;3;;3;;2;2;2;6;;;5;;;1;1;2;56940;4;4;2;2;4;4;4;4;1;2;;3;5;;;;1;2;1
20251040;10;2025;8374196;1;1;1;10;05;1;1726.2679738;05;1;1;1;30;9;1995;1;2;;2;;2;1;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251040;10;2025;8374196;1;2;1;10;05;1;1726.2679738;05;1;2;2;26;1;1999;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251040;10;2025;8374196;1;3;1;10;05;1;1726.2679738;05;1;2;2;4;1;2021;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20251040;10;2025;8374197;1;1;1;10;05;1;1337.06276;05;1;1;2;27;11;1997;1;2;;2;;2;2;2;6;;;6;;;1;1;3;250000;4;4;4;4;4;4;4;4;1;2;;10;10;211;7;211;2;2;1
20251040;10;2025;8374198;1;1;1;10;05;1;1785.2349565;05;1;1;2;89;1;1936;1;3;;3;;2;2;2;6;;;5;;;1;1;2;375000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251040;10;2025;8374199;1;1;1;10;05;1;1741.4777519;05;1;1;2;64;7;1961;1;3;;3;;2;2;2;6;;;6;;;1;1;2;270000;4;4;4;4;4;4;4;4;1;2;;10;10;315;7;315;1;2;1
20251040;10;2025;8374199;1;2;1;10;05;1;1741.4777519;05;1;2;1;67;9;1958;6;3;;3;;2;2;2;6;;;6;;;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251040;10;2025;8374200;1;1;1;10;05;1;1978.9519908;05;1;1;1;86;11;1938;1;3;;3;;2;2;2;6;;;2;1;2;1;1;2;56940;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251040;10;2025;8374200;1;2;1;10;05;1;1978.9519908;05;1;2;2;79;11;1945;2;3;;3;;2;2;2;6;;;2;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251040;10;2025;8374201;1;1;1;10;05;1;2172.669025;05;1;1;1;59;3;1966;1;3;;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;713;6;713;2;1;1
20251040;10;2025;8374201;1;2;1;10;05;1;2172.669025;05;1;2;2;84;7;1941;9;3;;3;;2;2;2;6;;;6;;;1;1;2;56940;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251040;10;2025;8374201;1;3;1;10;05;1;2172.669025;05;1;3;1;82;7;1943;9;3;;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251040;10;2025;8374202;1;1;1;10;05;1;1176.6152288;05;1;1;2;35;11;1989;1;2;;2;;2;2;2;6;;;6;;;1;1;1;160000;4;4;4;4;4;4;4;4;1;2;;11;2;311;8;311;1;2;1
20251040;10;2025;8374203;1;1;1;10;05;1;1318.0046547;05;1;1;2;42;1;1983;1;2;;2;;2;2;2;6;;;4;;;1;1;1;88000;4;4;4;4;4;4;4;4;1;2;;8;4;415;5;415;1;2;1
20251040;10;2025;8374203;1;2;1;10;05;1;1318.0046547;05;1;1;2;15;8;2010;3;1;1;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;;;
20251040;10;2025;8374203;1;3;1;10;05;1;1318.0046547;05;1;1;1;6;5;2019;3;1;1;2;;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;1;3;0;;;;;;
20251040;10;2025;8374204;1;1;1;10;05;1;1242.085443;05;1;1;2;55;5;1970;1;2;;2;;2;2;2;6;;;3;1;2;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;8;4;211;5;211;1;2;1
20251040;10;2025;8374204;1;2;1;10;05;1;1242.085443;05;1;2;1;56;8;1969;2;3;;2;;2;2;2;6;;;3;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251040;10;2025;8374204;1;3;1;10;05;1;1242.085443;05;1;3;2;26;10;1999;3;1;1;1;2;2;2;2;6;;;6;;;1;1;3;240000;4;4;4;4;4;4;4;4;1;2;;10;10;313;7;313;1;2;1
20251040;10;2025;8374204;1;4;1;10;05;1;1242.085443;05;1;4;1;21;5;2004;3;1;1;1;2;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;10;2;732;2;;2;1;1
20251040;10;2025;8374205;1;1;1;10;05;1;1741.4777519;05;1;1;1;77;9;1948;1;3;;3;;2;1;2;6;;;3;1;2;1;1;2;56940;4;4;4;3;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251040;10;2025;8374205;1;2;1;10;05;1;1741.4777519;05;1;2;2;76;6;1949;2;3;;3;;2;2;2;6;;;3;1;1;1;1;2;384000;4;4;3;3;3;4;4;4;1;2;;10;10;111;7;111;1;2;1
